Z-scan Measurement
Code: RIO3BiFF-P
Concentration: 0.00%
Wavelength: 475.0 nm

--------------------------------------------------------------------------------------------

Starting pos: 29.0
Ending pos: 69.0
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel

--------------------------------------------------------------------------------------------

SNo.  [V] Voltage Max        [V] Voltage Max        [V] Voltage Max        [V] Voltage Max

--------------------------------------------------------------------------------------------

   0     0.02485733             0.03230591             0.01914291             0.00000000
   1     0.02498779             0.03134003             0.01906586             0.00000000
   2     0.02481461             0.03133240             0.01895828             0.00000000
   3     0.02496109             0.03176422             0.01912003             0.00000000
   4     0.02437439             0.03122101             0.01890564             0.00000000
   5     0.02507706             0.03147507             0.01898117             0.00000000
   6     0.02497482             0.03150101             0.01897812             0.00000000
   7     0.02483444             0.03294525             0.01924362             0.00000000
   8     0.02508163             0.03165741             0.01912079             0.00000000
   9     0.02526627             0.03170853             0.01916580             0.00000000
  10     0.02543411             0.03179016             0.01922607             0.00000000
  11     0.02536316             0.03242111             0.01930847             0.00000000
  12     0.02526016             0.03181992             0.01919327             0.00000000
  13     0.02512665             0.03159103             0.01908798             0.00000000
  14     0.02505951             0.03120499             0.01912766             0.00000000
  15     0.02527695             0.03102875             0.01907196             0.00000000
  16     0.02526169             0.03170853             0.01916199             0.00000000
  17     0.02544250             0.03137589             0.01910934             0.00000000
  18     0.02569733             0.03116608             0.01914749             0.00000000
  19     0.02581787             0.03268356             0.01944351             0.00000000
  20     0.02590103             0.03333206             0.01955719             0.00000000
  21     0.02577820             0.03298111             0.01943436             0.00000000
  22     0.02474365             0.03020706             0.01874619             0.00000000
  23     0.02553253             0.03258667             0.01925735             0.00000000
  24     0.02551041             0.03229904             0.01919022             0.00000000
  25     0.02583237             0.03187332             0.01923599             0.00000000
  26     0.02571716             0.03248062             0.01921616             0.00000000
  27     0.02559586             0.03112488             0.01905136             0.00000000
  28     0.02560043             0.03039932             0.01901627             0.00000000
  29     0.02545013             0.03008499             0.01894302             0.00000000
  30     0.02565613             0.03048706             0.01904678             0.00000000
  31     0.02576141             0.03107376             0.01908112             0.00000000
  32     0.02591705             0.03160629             0.01913910             0.00000000
  33     0.02625732             0.03213425             0.01926117             0.00000000
  34     0.02573242             0.03117752             0.01895523             0.00000000
  35     0.02589798             0.03076401             0.01898804             0.00000000
  36     0.02628555             0.03161774             0.01922226             0.00000000
  37     0.02608719             0.03149567             0.01918030             0.00000000
  38     0.02597580             0.03104248             0.01905975             0.00000000
  39     0.02599716             0.02998886             0.01894150             0.00000000
  40     0.02648087             0.03145142             0.01920471             0.00000000
  41     0.02658920             0.03124466             0.01909637             0.00000000
  42     0.02691956             0.03197327             0.01926117             0.00000000
  43     0.02692032             0.03168564             0.01910858             0.00000000
  44     0.02717819             0.03210297             0.01924286             0.00000000
  45     0.02731476             0.03208771             0.01924820             0.00000000
  46     0.02764435             0.03280869             0.01940231             0.00000000
  47     0.02770691             0.03191757             0.01927948             0.00000000
  48     0.02783356             0.03162308             0.01915894             0.00000000
  49     0.02791748             0.03172455             0.01921768             0.00000000
  50     0.02803116             0.03169785             0.01914444             0.00000000
