Z-scan Measurement
Code: 4-Me
Concentration: 0.00%
Wavelength: 450.0 nm

--------------------------------------------------------------------------------------------

Starting pos: 23.0
Ending pos: 63.0
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel

--------------------------------------------------------------------------------------------

SNo.  [V] Voltage Max        [V] Voltage Max        [V] Voltage Max        [V] Voltage Max

--------------------------------------------------------------------------------------------

   0     0.03331146             0.04588394             0.02674179             0.00000000
   1     0.03370895             0.04572296             0.02620468             0.00000000
   2     0.03222580             0.04568939             0.02646332             0.00000000
   3     0.03204269             0.04602890             0.02655640             0.00000000
   4     0.03500748             0.04568558             0.02716293             0.00000000
   5     0.03168411             0.04597321             0.02638016             0.00000000
   6     0.03310394             0.04585190             0.02688141             0.00000000
   7     0.03192825             0.04602356             0.02673798             0.00000000
   8     0.03228073             0.04606018             0.02667084             0.00000000
   9     0.03221207             0.04599152             0.02676086             0.00000000
  10     0.03175125             0.04525299             0.02637787             0.00000000
  11     0.03313141             0.04584045             0.02684860             0.00000000
  12     0.03271942             0.04600754             0.02678757             0.00000000
  13     0.03347015             0.04574051             0.02684479             0.00000000
  14     0.03229065             0.04600296             0.02676010             0.00000000
  15     0.03351669             0.04574585             0.02678757             0.00000000
  16     0.03054123             0.04579926             0.02663803             0.00000000
  17     0.03406219             0.04560623             0.02713318             0.00000000
  18     0.03089218             0.04589157             0.02612534             0.00000000
  19     0.03359680             0.04530563             0.02678528             0.00000000
  20     0.03371277             0.04574127             0.02677994             0.00000000
  21     0.03318253             0.04604645             0.02703323             0.00000000
  22     0.03475494             0.04596939             0.02706223             0.00000000
  23     0.03353043             0.04575653             0.02679596             0.00000000
  24     0.03198242             0.04571457             0.02649155             0.00000000
  25     0.02951736             0.04561996             0.02606277             0.00000000
  26     0.03197174             0.04590912             0.02651978             0.00000000
  27     0.03251572             0.04610138             0.02665482             0.00000000
  28     0.03361588             0.04597321             0.02688141             0.00000000
  29     0.03284683             0.04595261             0.02664261             0.00000000
  30     0.03216934             0.04607773             0.02643127             0.00000000
  31     0.03186874             0.04572525             0.02635498             0.00000000
  32     0.03437195             0.04615707             0.02712097             0.00000000
  33     0.03206482             0.04562378             0.02631760             0.00000000
  34     0.03320160             0.04568710             0.02668304             0.00000000
  35     0.03439636             0.04584961             0.02688370             0.00000000
  36     0.03423996             0.04573746             0.02681198             0.00000000
  37     0.03421936             0.04573975             0.02682190             0.00000000
  38     0.03530731             0.04610138             0.02684097             0.00000000
  39     0.03185577             0.04618149             0.02647705             0.00000000
  40     0.03409500             0.04595261             0.02669678             0.00000000
  41     0.03335648             0.04579620             0.02672119             0.00000000
  42     0.03223877             0.04599304             0.02622681             0.00000000
  43     0.03311844             0.04570847             0.02656174             0.00000000
  44     0.03288574             0.04571533             0.02652893             0.00000000
  45     0.03320160             0.04594193             0.02665939             0.00000000
  46     0.03334579             0.04627762             0.02668839             0.00000000
  47     0.03476715             0.04571838             0.02689285             0.00000000
  48     0.03304901             0.04573212             0.02648697             0.00000000
  49     0.03343658             0.04594116             0.02643738             0.00000000
  50     0.03332825             0.04571152             0.02641754             0.00000000
  51     0.03345184             0.04595261             0.02664337             0.00000000
