Z-scan Measurement
Code: silica
Concentration: 0.00%
Wavelength: 450.0 nm

--------------------------------------------------------------------------------------------

Starting pos: 23.0
Ending pos: 63.0
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel

--------------------------------------------------------------------------------------------

SNo.  [V] Voltage Max        [V] Voltage Max        [V] Voltage Max        [V] Voltage Max

--------------------------------------------------------------------------------------------

   0     0.02814484             0.03597488             0.03121490             0.00000000
   1     0.03013306             0.03559570             0.03199844             0.00000000
   2     0.02849274             0.03558578             0.03137054             0.00000000
   3     0.02922058             0.03606110             0.03213577             0.00000000
   4     0.02606125             0.03579102             0.03095474             0.00000000
   5     0.02805710             0.03589630             0.03195343             0.00000000
   6     0.03286133             0.03553238             0.03318939             0.00000000
   7     0.02777252             0.03627014             0.03210831             0.00000000
   8     0.02443237             0.03580475             0.02967377             0.00000000
   9     0.03459244             0.04276352             0.03967514             0.00000000
  10     0.03559418             0.04259644             0.04020386             0.00000000
  11     0.04279785             0.04240570             0.04269180             0.00000000
  12     0.03552780             0.04247589             0.04072418             0.00000000
  13     0.03563690             0.04268494             0.04128952             0.00000000
  14     0.03471680             0.04239731             0.04051819             0.00000000
  15     0.03670654             0.04239578             0.04135361             0.00000000
  16     0.03463516             0.04263611             0.04103088             0.00000000
  17     0.03396759             0.04247589             0.04049911             0.00000000
  18     0.03336105             0.04273300             0.04050217             0.00000000
  19     0.03376236             0.04264603             0.04043503             0.00000000
  20     0.03811798             0.04270248             0.04228058             0.00000000
  21     0.03378906             0.04227142             0.03962250             0.00000000
  22     0.04006653             0.04243546             0.04204254             0.00000000
  23     0.03934326             0.04240341             0.04128189             0.00000000
  24     0.04219208             0.04240875             0.04152603             0.00000000
  25     0.04221191             0.04240494             0.04106140             0.00000000
  26     0.04335785             0.04264984             0.04095535             0.00000000
  27     0.04587250             0.04264526             0.04103699             0.00000000
  28     0.04789658             0.04254150             0.04105682             0.00000000
  29     0.05208359             0.04255295             0.04175644             0.00000000
  30     0.04634781             0.04253464             0.03985367             0.00000000
  31     0.04832153             0.04264603             0.03994675             0.00000000
  32     0.05070190             0.04267502             0.04037781             0.00000000
  33     0.04748611             0.04290314             0.03999023             0.00000000
  34     0.04617538             0.04220657             0.03947220             0.00000000
  35     0.04435730             0.04235229             0.03933334             0.00000000
  36     0.04511642             0.04218521             0.03947144             0.00000000
  37     0.04223328             0.04232178             0.03958664             0.00000000
  38     0.04566574             0.04252548             0.04170074             0.00000000
  39     0.04334335             0.04258270             0.04111481             0.00000000
  40     0.03918610             0.04249649             0.03991394             0.00000000
  41     0.03999329             0.04242554             0.04064026             0.00000000
  42     0.03880463             0.04264145             0.04096298             0.00000000
  43     0.03752441             0.04242477             0.04002686             0.00000000
  44     0.03925858             0.04212875             0.04049454             0.00000000
  45     0.04204559             0.04222336             0.04155121             0.00000000
  46     0.03645096             0.04230804             0.03933487             0.00000000
  47     0.03732452             0.04260178             0.04048843             0.00000000
  48     0.03953094             0.04253769             0.04110107             0.00000000
  49     0.03769836             0.04256516             0.04078674             0.00000000
  50     0.03881226             0.04215240             0.04065170             0.00000000
