Z-scan Measurement
Code: silica
Concentration: 0.00%
Wavelength: 475.0 nm

--------------------------------------------------------------------------------------------

Starting pos: 29.0
Ending pos: 69.0
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel

--------------------------------------------------------------------------------------------

SNo.  [V] Voltage Max        [V] Voltage Max        [V] Voltage Max        [V] Voltage Max

--------------------------------------------------------------------------------------------

 150     0.02813492             0.01823273             0.02324066             0.00000000
 151     0.02813263             0.01787033             0.02311020             0.00000000
 152     0.02815781             0.01849518             0.02334900             0.00000000
 153     0.02809982             0.01877518             0.02347641             0.00000000
 154     0.02778931             0.01903305             0.02339401             0.00000000
 155     0.02807388             0.01901779             0.02353210             0.00000000
 156     0.02784805             0.01851349             0.02338486             0.00000000
 157     0.02749710             0.01799164             0.02300720             0.00000000
 158     0.02771072             0.01864014             0.02345505             0.00000000
 159     0.02756424             0.01799393             0.02323608             0.00000000
 160     0.02725525             0.01862869             0.02332153             0.00000000
 161     0.02699814             0.01851730             0.02337646             0.00000000
 162     0.02653961             0.01855698             0.02335968             0.00000000
 163     0.02609100             0.01843948             0.02339249             0.00000000
 164     0.02527847             0.01791534             0.02315750             0.00000000
 165     0.02443466             0.01866531             0.02339706             0.00000000
 166     0.02374496             0.01871185             0.02353973             0.00000000
 167     0.02277145             0.01840286             0.02342529             0.00000000
 168     0.02194443             0.01845398             0.02341080             0.00000000
 169     0.02146912             0.01822739             0.02338409             0.00000000
 170     0.02128525             0.01854630             0.02363358             0.00000000
 171     0.02163086             0.01810760             0.02362137             0.00000000
 172     0.02245865             0.01871872             0.02407532             0.00000000
 173     0.02369003             0.01849518             0.02395020             0.00000000
 174     0.02534561             0.01886444             0.02415695             0.00000000
 175     0.02748566             0.01844940             0.02402496             0.00000000
 176     0.02995377             0.01802521             0.02378998             0.00000000
 177     0.03234100             0.01855469             0.02402573             0.00000000
 178     0.03447800             0.01848221             0.02392120             0.00000000
 179     0.03605042             0.01822815             0.02366943             0.00000000
 180     0.03713074             0.01849976             0.02368851             0.00000000
 181     0.03728638             0.01816559             0.02335510             0.00000000
 182     0.03732834             0.01846008             0.02355728             0.00000000
 183     0.03590775             0.01849823             0.02335281             0.00000000
 184     0.03449936             0.01804733             0.02313004             0.00000000
 185     0.03326340             0.01828766             0.02324142             0.00000000
 186     0.03194351             0.01834946             0.02314377             0.00000000
 187     0.03053436             0.01844635             0.02307663             0.00000000
 188     0.02984238             0.01933136             0.02342300             0.00000000
 189     0.02922592             0.01883163             0.02325058             0.00000000
 190     0.02859268             0.01812439             0.02279434             0.00000000
 191     0.02862244             0.01854401             0.02316895             0.00000000
 192     0.02846985             0.01878891             0.02313690             0.00000000
 193     0.02813034             0.01827240             0.02294235             0.00000000
 194     0.02793198             0.01805344             0.02280655             0.00000000
 195     0.02795181             0.01827393             0.02302094             0.00000000
 196     0.02758331             0.01841812             0.02289276             0.00000000
 197     0.02760086             0.01844406             0.02294769             0.00000000
 198     0.02766495             0.01837997             0.02290497             0.00000000
 199     0.02777405             0.01846771             0.02298355             0.00000000
 200     0.02765198             0.01826706             0.02292709             0.00000000
