Z-scan Measurement
Code: silica
Concentration: 0.00%
Wavelength: 475.0 nm

--------------------------------------------------------------------------------------------

Starting pos: 25.0
Ending pos: 65.0
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel

--------------------------------------------------------------------------------------------

SNo.  [V] Voltage Max        [V] Voltage Max        [V] Voltage Max        [V] Voltage Max

--------------------------------------------------------------------------------------------

   0     0.02526093             0.03502274             0.03640442             0.00000000
   1     0.02572632             0.03490448             0.03633804             0.00000000
   2     0.02499390             0.03519745             0.03619995             0.00000000
   3     0.02566910             0.03484192             0.03612671             0.00000000
   4     0.02520981             0.03481140             0.03619690             0.00000000
   5     0.02512054             0.03507538             0.03663254             0.00000000
   6     0.02475815             0.03510590             0.03570023             0.00000000
   7     0.02505798             0.03490448             0.03588562             0.00000000
   8     0.02589111             0.03484116             0.03659363             0.00000000
   9     0.02532654             0.03453979             0.03575592             0.00000000
  10     0.02547226             0.03510742             0.03613205             0.00000000
  11     0.02497711             0.03477402             0.03576202             0.00000000
  12     0.02594376             0.03497314             0.03683929             0.00000000
  13     0.02581482             0.03466415             0.03594589             0.00000000
  14     0.02571335             0.03502502             0.03693848             0.00000000
  15     0.02527084             0.03477402             0.03585434             0.00000000
  16     0.02641907             0.03485870             0.03610229             0.00000000
  17     0.02667389             0.03525620             0.03658218             0.00000000
  18     0.02548981             0.03474197             0.03602448             0.00000000
  19     0.02530670             0.03446655             0.03526077             0.00000000
  20     0.02498322             0.03493347             0.03681717             0.00000000
  21     0.02485962             0.03503952             0.03693924             0.00000000
  22     0.02430115             0.03487244             0.03584061             0.00000000
  23     0.02369003             0.03484726             0.03518066             0.00000000
  24     0.02449341             0.03448334             0.03604126             0.00000000
  25     0.02362518             0.03474274             0.03595581             0.00000000
  26     0.02333069             0.03517609             0.03567123             0.00000000
  27     0.02403946             0.03502808             0.03658981             0.00000000
  28     0.02375565             0.03513489             0.03593674             0.00000000
  29     0.02349548             0.03493729             0.03756104             0.00000000
  30     0.02419128             0.03460007             0.03614044             0.00000000
  31     0.02408752             0.03515701             0.03593445             0.00000000
  32     0.02425842             0.03504868             0.03670197             0.00000000
  33     0.02348251             0.03504257             0.03584442             0.00000000
  34     0.02408524             0.03510818             0.03628464             0.00000000
  35     0.02572708             0.03457642             0.03467026             0.00000000
  36     0.02604218             0.03486099             0.03585052             0.00000000
  37     0.02572174             0.03506470             0.03624802             0.00000000
  38     0.02697296             0.03511963             0.03641129             0.00000000
  39     0.02544174             0.03526840             0.03621368             0.00000000
  40     0.02647171             0.03489685             0.03607712             0.00000000
  41     0.02591858             0.03471375             0.03571854             0.00000000
  42     0.02675629             0.03454590             0.03647385             0.00000000
  43     0.02621155             0.03451080             0.03469391             0.00000000
  44     0.02630692             0.03474426             0.03564072             0.00000000
  45     0.02749634             0.03486099             0.03623962             0.00000000
  46     0.02667999             0.03490448             0.03514175             0.00000000
  47     0.02641602             0.03437958             0.03531342             0.00000000
  48     0.02578201             0.03461075             0.03563232             0.00000000
  49     0.02568970             0.03459015             0.03580627             0.00000000
  50     0.02540207             0.03527298             0.03644791             0.00000000
