Z-scan Measurement
Code: silica
Concentration: 0.00%
Wavelength: 450.0 nm

--------------------------------------------------------------------------------------------

Starting pos: 23.0
Ending pos: 63.0
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel

--------------------------------------------------------------------------------------------

SNo.  [V] Voltage Max        [V] Voltage Max        [V] Voltage Max        [V] Voltage Max

--------------------------------------------------------------------------------------------

   0     0.05044785             0.04625473             0.04637680             0.00000000
   1     0.04910126             0.04606781             0.04578323             0.00000000
   2     0.04957962             0.04595947             0.04593582             0.00000000
   3     0.04999619             0.04596329             0.04606247             0.00000000
   4     0.05147324             0.04561462             0.04627151             0.00000000
   5     0.05218277             0.04603958             0.04692535             0.00000000
   6     0.04911499             0.04607010             0.04585266             0.00000000
   7     0.04988174             0.04607544             0.04625320             0.00000000
   8     0.05242004             0.04592819             0.04646759             0.00000000
   9     0.05082626             0.04626770             0.04627075             0.00000000
  10     0.05190430             0.04598999             0.04641571             0.00000000
  11     0.05089722             0.04622726             0.04646759             0.00000000
  12     0.05076447             0.04603424             0.04629288             0.00000000
  13     0.05449524             0.04597168             0.04712296             0.00000000
  14     0.04840622             0.04561386             0.04540024             0.00000000
  15     0.04747925             0.04562302             0.04492798             0.00000000
  16     0.04685669             0.04626160             0.04495163             0.00000000
  17     0.04845657             0.04587402             0.04539719             0.00000000
  18     0.04843674             0.04539108             0.04516830             0.00000000
  19     0.05592117             0.04539185             0.04702225             0.00000000
  20     0.05249710             0.04588470             0.04630585             0.00000000
  21     0.05396118             0.04600906             0.04708786             0.00000000
  22     0.04966278             0.04612198             0.04580383             0.00000000
  23     0.05153656             0.04620361             0.04629974             0.00000000
  24     0.05118790             0.04616089             0.04632721             0.00000000
  25     0.04965286             0.04618301             0.04631500             0.00000000
  26     0.05176849             0.04591370             0.04657669             0.00000000
  27     0.04806061             0.04579773             0.04630737             0.00000000
  28     0.04658661             0.04596100             0.04535446             0.00000000
  29     0.04830704             0.04628830             0.04629364             0.00000000
  30     0.04881287             0.04590378             0.04598465             0.00000000
  31     0.04659729             0.04612198             0.04545746             0.00000000
  32     0.04827576             0.04610062             0.04579010             0.00000000
  33     0.04285736             0.04613113             0.04388580             0.00000000
  34     0.04781189             0.04605713             0.04572067             0.00000000
  35     0.05008621             0.04610977             0.04656067             0.00000000
  36     0.05431366             0.04601059             0.04766464             0.00000000
  37     0.04961548             0.04591980             0.04615097             0.00000000
  38     0.04936142             0.04609909             0.04664536             0.00000000
  39     0.05041885             0.04600372             0.04682846             0.00000000
  40     0.04550247             0.04592819             0.04464874             0.00000000
  41     0.04663620             0.04585876             0.04535904             0.00000000
  42     0.04935379             0.04583969             0.04639969             0.00000000
  43     0.05065918             0.04587708             0.04644394             0.00000000
  44     0.04828033             0.04573593             0.04615555             0.00000000
  45     0.04756012             0.04588165             0.04595947             0.00000000
  46     0.04582214             0.04584427             0.04566574             0.00000000
  47     0.04510117             0.04598389             0.04570770             0.00000000
  48     0.04746094             0.04574814             0.04616776             0.00000000
  49     0.04883270             0.04595337             0.04645615             0.00000000
  50     0.04666595             0.04606018             0.04611206             0.00000000
  51     0.04726334             0.04571457             0.04589005             0.00000000
