Z-scan Measurement
Code: RIO3BiFF-P
Concentration: 0.00%
Wavelength: 450.0 nm

--------------------------------------------------------------------------------------------

Starting pos: 23.0
Ending pos: 63.0
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel

--------------------------------------------------------------------------------------------

SNo.  [V] Voltage Max        [V] Voltage Max        [V] Voltage Max        [V] Voltage Max

--------------------------------------------------------------------------------------------

   0     0.02800674             0.04671173             0.01827164             0.00000000
   1     0.02867126             0.04649734             0.01810837             0.00000000
   2     0.02763672             0.04706039             0.01824188             0.00000000
   3     0.02969513             0.04668350             0.01824112             0.00000000
   4     0.02800217             0.04694519             0.01819916             0.00000000
   5     0.02784729             0.04666672             0.01796646             0.00000000
   6     0.02974472             0.04668274             0.01833649             0.00000000
   7     0.02750702             0.04635773             0.01815338             0.00000000
   8     0.02610016             0.04640121             0.01801682             0.00000000
   9     0.02697678             0.04673920             0.01803207             0.00000000
  10     0.02920532             0.04632950             0.01830826             0.00000000
  11     0.02751389             0.04683533             0.01808929             0.00000000
  12     0.02724380             0.04664536             0.01805878             0.00000000
  13     0.02826309             0.04709244             0.01811447             0.00000000
  14     0.02865219             0.04660721             0.01826859             0.00000000
  15     0.02873306             0.04690475             0.01845627             0.00000000
  16     0.03098068             0.04661331             0.01863251             0.00000000
  17     0.03074341             0.04652786             0.01854019             0.00000000
  18     0.02990723             0.04615784             0.01828003             0.00000000
  19     0.02817459             0.04695740             0.01814194             0.00000000
  20     0.02950821             0.04678192             0.01824722             0.00000000
  21     0.03110733             0.04665985             0.01845169             0.00000000
  22     0.02980728             0.04652023             0.01843491             0.00000000
  23     0.02926254             0.04654617             0.01827698             0.00000000
  24     0.02952805             0.04654541             0.01829376             0.00000000
  25     0.02930603             0.04684601             0.01822815             0.00000000
  26     0.02851334             0.04674454             0.01797485             0.00000000
  27     0.02813873             0.04679489             0.01824036             0.00000000
  28     0.02747269             0.04691086             0.01798401             0.00000000
  29     0.02882767             0.04671478             0.01806335             0.00000000
  30     0.02790756             0.04686356             0.01811142             0.00000000
  31     0.02979431             0.04665070             0.01815948             0.00000000
  32     0.03097916             0.04674911             0.01823959             0.00000000
  33     0.03091125             0.04675980             0.01822510             0.00000000
  34     0.02868118             0.04679413             0.01810074             0.00000000
  35     0.03286438             0.04653854             0.01841812             0.00000000
  36     0.03118134             0.04653473             0.01808319             0.00000000
  37     0.03319855             0.04638443             0.01852951             0.00000000
  38     0.03182144             0.04638062             0.01839218             0.00000000
  39     0.03294449             0.04644470             0.01860199             0.00000000
  40     0.03319016             0.04652023             0.01847076             0.00000000
  41     0.03357620             0.04659119             0.01856918             0.00000000
  42     0.03386688             0.04672775             0.01858597             0.00000000
  43     0.03483429             0.04659958             0.01867905             0.00000000
  44     0.02781448             0.04671555             0.01802216             0.00000000
  45     0.03372345             0.04651260             0.01835480             0.00000000
  46     0.03409348             0.04654922             0.01849670             0.00000000
  47     0.03387680             0.04668121             0.01843796             0.00000000
  48     0.03415146             0.04633713             0.01837082             0.00000000
  49     0.03283310             0.04650497             0.01836090             0.00000000
  50     0.03725891             0.04634476             0.01862106             0.00000000
